Date,ABNB
2020-12-10,144.7100067138672
2020-12-11,139.25
2020-12-14,130.0
2020-12-15,124.80000305175781
2020-12-16,137.99000549316406
2020-12-17,147.0500030517578
2020-12-18,157.3000030517578
2020-12-21,163.02000427246094
2020-12-22,163.19000244140625
2020-12-23,158.00999450683594
2020-12-24,154.83999633789062
2020-12-28,149.0
2020-12-29,150.0
2020-12-30,148.42999267578125
2020-12-31,146.8000030517578
2021-01-04,139.14999389648438
2021-01-05,148.3000030517578
2021-01-06,142.77000427246094
2021-01-07,151.27000427246094
2021-01-08,149.77000427246094
2021-01-11,148.1300048828125
2021-01-12,160.8000030517578
2021-01-13,169.99000549316406
2021-01-14,180.5
2021-01-15,169.27000427246094
2021-01-19,173.69000244140625
2021-01-20,161.8300018310547
2021-01-21,180.39999389648438
2021-01-22,181.8699951171875
2021-01-25,177.52999877929688
2021-01-26,192.74000549316406
2021-01-27,201.25
2021-01-28,187.3699951171875
2021-01-29,183.6300048828125
2021-02-01,180.44000244140625
2021-02-02,179.1699981689453
2021-02-03,185.72000122070312
2021-02-04,195.8000030517578
2021-02-05,195.30999755859375
2021-02-08,200.42999267578125
2021-02-09,199.8800048828125
2021-02-10,211.66000366210938
2021-02-11,216.83999633789062
2021-02-12,212.67999267578125
2021-02-16,209.86000061035156
2021-02-17,201.9600067138672
2021-02-18,198.0399932861328
2021-02-19,201.07000732421875
2021-02-22,195.33999633789062
2021-02-23,187.58999633789062
2021-02-24,200.1999969482422
2021-02-25,182.05999755859375
2021-02-26,206.35000610351562
2021-03-01,196.4199981689453
2021-03-02,189.89999389648438
2021-03-03,180.39999389648438
2021-03-04,180.22999572753906
2021-03-05,179.80999755859375
2021-03-08,180.80999755859375
2021-03-09,183.11000061035156
2021-03-10,183.7899932861328
2021-03-11,197.8699951171875
2021-03-12,206.74000549316406
2021-03-15,209.99000549316406
2021-03-16,200.00999450683594
2021-03-17,201.36000061035156
2021-03-18,191.4499969482422
2021-03-19,194.38999938964844
2021-03-22,195.0
2021-03-23,187.13999938964844
2021-03-24,178.85000610351562
2021-03-25,176.16000366210938
2021-03-26,174.39999389648438
2021-03-29,182.5
2021-03-30,183.10000610351562
2021-03-31,187.94000244140625
2021-04-01,188.24000549316406
2021-04-05,186.69000244140625
2021-04-06,190.02999877929688
2021-04-07,179.94000244140625
2021-04-08,180.17999267578125
2021-04-09,179.5
2021-04-12,176.49000549316406
2021-04-13,177.9499969482422
2021-04-14,176.42999267578125
2021-04-15,175.35000610351562
2021-04-16,178.69000244140625
2021-04-19,174.5800018310547
2021-04-20,169.57000732421875
2021-04-21,167.07000732421875
2021-04-22,170.7100067138672
2021-04-23,174.25
2021-04-26,174.8800048828125
2021-04-27,177.94000244140625
2021-04-28,180.0
2021-04-29,177.67999267578125
2021-04-30,172.7100067138672
2021-05-03,168.11000061035156
2021-05-04,168.89999389648438
2021-05-05,162.3300018310547
2021-05-06,153.63999938964844
2021-05-07,151.2100067138672
2021-05-10,146.72999572753906
2021-05-11,142.72999572753906
2021-05-12,140.25
2021-05-13,135.75
2021-05-14,141.1999969482422
2021-05-17,132.5
2021-05-18,135.02000427246094
2021-05-19,138.19000244140625
2021-05-20,136.1999969482422
2021-05-21,134.7100067138672
2021-05-24,135.91000366210938
2021-05-25,133.99000549316406
2021-05-26,134.75
2021-05-27,143.1699981689453
2021-05-28,140.39999389648438
2021-06-01,144.30999755859375
2021-06-02,151.0
2021-06-03,144.19000244140625
2021-06-04,150.72999572753906
2021-06-07,148.97000122070312
2021-06-08,147.00999450683594
2021-06-09,144.85000610351562
2021-06-10,146.1199951171875
2021-06-11,148.44000244140625
2021-06-14,149.2100067138672
2021-06-15,151.77999877929688
2021-06-16,149.14999389648438
2021-06-17,150.6999969482422
2021-06-18,152.52000427246094
2021-06-21,149.6999969482422
2021-06-22,149.67999267578125
2021-06-23,151.5800018310547
2021-06-24,150.72999572753906
2021-06-25,149.6699981689453
2021-06-28,149.94000244140625
2021-06-29,146.0800018310547
2021-06-30,153.13999938964844
2021-07-01,153.0800018310547
2021-07-02,150.22999572753906
2021-07-06,148.3699951171875
2021-07-07,143.72000122070312
2021-07-08,142.52999877929688
2021-07-09,149.63999938964844
2021-07-12,146.69000244140625
2021-07-13,143.41000366210938
2021-07-14,139.08999633789062
2021-07-15,137.5
2021-07-16,134.30999755859375
2021-07-19,131.8800048828125
2021-07-20,136.08999633789062
2021-07-21,139.25
2021-07-22,139.47000122070312
2021-07-23,138.72999572753906
2021-07-26,142.0
2021-07-27,141.5800018310547
2021-07-28,143.3000030517578
2021-07-29,143.47000122070312
2021-07-30,144.00999450683594
2021-08-02,145.49000549316406
2021-08-03,145.64999389648438
2021-08-04,147.39999389648438
2021-08-05,150.32000732421875
2021-08-06,149.99000549316406
2021-08-09,149.44000244140625
2021-08-10,147.9499969482422
2021-08-11,148.16000366210938
2021-08-12,151.14999389648438
2021-08-13,152.75999450683594
2021-08-16,148.57000732421875
2021-08-17,143.89999389648438
2021-08-18,146.74000549316406
2021-08-19,142.64999389648438
2021-08-20,143.6999969482422
2021-08-23,146.7899932861328
2021-08-24,161.4199981689453
2021-08-25,160.35000610351562
2021-08-26,152.72999572753906
2021-08-27,154.17999267578125
2021-08-30,156.02000427246094
2021-08-31,154.99000549316406
2021-09-01,156.58999633789062
2021-09-02,157.1999969482422
2021-09-03,158.0
2021-09-07,165.0
2021-09-08,163.92999267578125
2021-09-09,166.0
2021-09-10,165.1999969482422
2021-09-13,160.32000732421875
2021-09-14,163.3000030517578
2021-09-15,166.3699951171875
2021-09-16,168.14999389648438
2021-09-17,166.58999633789062
2021-09-20,161.63999938964844
2021-09-21,169.2899932861328
2021-09-22,169.9600067138672
2021-09-23,175.1300048828125
2021-09-24,175.8800048828125
2021-09-27,174.25999450683594
2021-09-28,168.5800018310547
2021-09-29,168.07000732421875
2021-09-30,167.75
2021-10-01,173.00999450683594
2021-10-04,164.5
2021-10-05,164.74000549316406
2021-10-06,167.25
2021-10-07,169.60000610351562
2021-10-08,169.97000122070312
2021-10-11,166.6699981689453
2021-10-12,172.75
2021-10-13,173.5800018310547
2021-10-14,170.5
2021-10-15,169.17999267578125
2021-10-18,172.32000732421875
2021-10-19,170.74000549316406
2021-10-20,169.75999450683594
2021-10-21,170.5
2021-10-22,166.63999938964844
2021-10-25,169.24000549316406
2021-10-26,171.13999938964844
2021-10-27,169.10000610351562
2021-10-28,171.6999969482422
2021-10-29,170.66000366210938
2021-11-01,174.60000610351562
2021-11-02,172.8699951171875
2021-11-03,172.8699951171875
2021-11-04,178.4499969482422
2021-11-05,201.6199951171875
2021-11-08,200.32000732421875
2021-11-09,194.67999267578125
2021-11-10,192.22000122070312
2021-11-11,191.61000061035156
2021-11-12,206.5399932861328
2021-11-15,207.2100067138672
2021-11-16,207.0399932861328
2021-11-17,199.11000061035156
2021-11-18,204.3300018310547
2021-11-19,196.4199981689453
2021-11-22,181.72999572753906
2021-11-23,178.27000427246094
2021-11-24,179.88999938964844
2021-11-26,173.86000061035156
2021-11-29,180.0800018310547
2021-11-30,172.5399932861328
2021-12-01,163.0800018310547
2021-12-02,169.60000610351562
2021-12-03,166.75
2021-12-06,180.85000610351562
2021-12-07,183.13999938964844
2021-12-08,186.49000549316406
2021-12-09,181.4600067138672
2021-12-10,180.4199981689453
2021-12-13,171.0399932861328
2021-12-14,167.9600067138672
2021-12-15,168.13999938964844
2021-12-16,156.3800048828125
2021-12-17,157.91000366210938
2021-12-20,157.22999572753906
2021-12-21,165.66000366210938
2021-12-22,169.2899932861328
2021-12-23,171.30999755859375
2021-12-27,171.67999267578125
2021-12-28,169.7100067138672
2021-12-29,167.44000244140625
2021-12-30,168.77999877929688
2021-12-31,166.49000549316406
2022-01-03,172.67999267578125
2022-01-04,170.8000030517578
2022-01-05,162.25
2022-01-06,159.75
2022-01-07,166.0500030517578
2022-01-10,160.7100067138672
2022-01-11,168.61000061035156
2022-01-12,169.5399932861328
2022-01-13,166.0
2022-01-14,163.99000549316406
2022-01-18,154.69000244140625
2022-01-19,154.5800018310547
2022-01-20,158.0
2022-01-21,156.72999572753906
2022-01-24,147.89999389648438
2022-01-25,144.55999755859375
2022-01-26,142.13999938964844
2022-01-27,138.41000366210938
2022-01-28,142.77000427246094
2022-01-31,153.97000122070312
2022-02-01,156.94000244140625
2022-02-02,151.75999450683594
2022-02-03,149.57000732421875
2022-02-04,155.55999755859375
2022-02-07,157.91000366210938
2022-02-08,162.25999450683594
2022-02-09,169.52999877929688
2022-02-10,171.9499969482422
2022-02-11,166.52999877929688
2022-02-14,169.66000366210938
2022-02-15,180.07000732421875
2022-02-16,186.63999938964844
2022-02-17,183.60000610351562
2022-02-18,174.89999389648438
2022-02-22,165.24000549316406
2022-02-23,150.0399932861328
2022-02-24,158.25999450683594
2022-02-25,155.08999633789062
2022-02-28,151.49000549316406
2022-03-01,151.00999450683594
2022-03-02,157.52999877929688
2022-03-03,151.69000244140625
2022-03-04,142.6999969482422
2022-03-07,131.58999633789062
2022-03-08,142.1300048828125
2022-03-09,148.30999755859375
2022-03-10,151.8000030517578
2022-03-11,145.13999938964844
2022-03-14,138.5
2022-03-15,143.9499969482422
2022-03-16,155.75
2022-03-17,157.5500030517578
2022-03-18,167.0
2022-03-21,161.8000030517578
2022-03-22,166.44000244140625
2022-03-23,164.16000366210938
2022-03-24,170.8300018310547
2022-03-25,167.22000122070312
2022-03-28,167.64999389648438
2022-03-29,175.52000427246094
2022-03-30,173.6300048828125
2022-03-31,171.75999450683594
2022-04-01,173.07000732421875
2022-04-04,177.02000427246094
2022-04-05,171.2100067138672
2022-04-06,164.66000366210938
2022-04-07,165.91000366210938
2022-04-08,162.55999755859375
2022-04-11,160.25
2022-04-12,160.11000061035156
2022-04-13,171.85000610351562
2022-04-14,170.6999969482422
2022-04-18,165.74000549316406
2022-04-19,170.1199951171875
2022-04-20,164.5500030517578
2022-04-21,157.91000366210938
2022-04-22,156.08999633789062
2022-04-25,158.38999938964844
2022-04-26,153.0399932861328
2022-04-27,152.22999572753906
2022-04-28,159.74000549316406
2022-04-29,153.2100067138672
2022-05-02,152.77999877929688
2022-05-03,145.0
2022-05-04,156.17999267578125
2022-05-05,143.08999633789062
2022-05-06,135.83999633789062
2022-05-09,119.37000274658203
2022-05-10,116.12999725341797
2022-05-11,116.1500015258789
2022-05-12,115.94000244140625
2022-05-13,121.44999694824219
2022-05-16,114.44000244140625
2022-05-17,117.5
2022-05-18,108.02999877929688
2022-05-19,114.16999816894531
2022-05-20,112.55000305175781
2022-05-23,113.27999877929688
2022-05-24,106.23999786376953
2022-05-25,110.4000015258789
2022-05-26,114.30000305175781
2022-05-27,120.5
2022-05-31,120.87000274658203
2022-06-01,116.72000122070312
2022-06-02,121.26000213623047
2022-06-03,119.83000183105469
2022-06-06,122.0199966430664
2022-06-07,122.9000015258789
2022-06-08,123.7699966430664
2022-06-09,115.72000122070312
2022-06-10,108.91000366210938
2022-06-13,98.93000030517578
2022-06-14,98.87000274658203
2022-06-15,101.47000122070312
2022-06-16,93.26000213623047
2022-06-17,99.48999786376953
2022-06-21,102.2699966430664
2022-06-22,99.52999877929688
2022-06-23,95.72000122070312
2022-06-24,103.51000213623047
2022-06-27,101.5
2022-06-28,97.52999877929688
2022-06-29,93.93000030517578
2022-06-30,89.08000183105469
2022-07-01,91.41000366210938
2022-07-05,95.94000244140625
2022-07-06,92.87999725341797
2022-07-07,97.5
2022-07-08,97.3499984741211
2022-07-11,95.0999984741211
2022-07-12,96.55000305175781
2022-07-13,95.63999938964844
2022-07-14,91.05000305175781
2022-07-15,94.66000366210938
