Date,RBLX
2021-03-10,69.5
2021-03-11,73.9000015258789
2021-03-12,69.69999694824219
2021-03-15,72.1500015258789
2021-03-16,77.0
2021-03-17,76.79000091552734
2021-03-18,67.30000305175781
2021-03-19,70.5
2021-03-22,70.0
2021-03-23,68.0
2021-03-24,64.5
2021-03-25,67.8499984741211
2021-03-26,70.97000122070312
2021-03-29,67.02999877929688
2021-03-30,65.16999816894531
2021-03-31,64.83000183105469
2021-04-01,67.33999633789062
2021-04-05,70.76000213623047
2021-04-06,71.31999969482422
2021-04-07,68.7300033569336
2021-04-08,70.76000213623047
2021-04-09,71.83000183105469
2021-04-12,75.0
2021-04-13,82.05000305175781
2021-04-14,75.3499984741211
2021-04-15,79.66000366210938
2021-04-16,75.8499984741211
2021-04-19,72.0
2021-04-20,69.23999786376953
2021-04-21,71.76000213623047
2021-04-22,69.8499984741211
2021-04-23,71.77999877929688
2021-04-26,74.9000015258789
2021-04-27,74.3499984741211
2021-04-28,75.63999938964844
2021-04-29,76.12000274658203
2021-04-30,74.55000305175781
2021-05-03,71.08000183105469
2021-05-04,69.62000274658203
2021-05-05,66.58999633789062
2021-05-06,65.05999755859375
2021-05-07,67.9000015258789
2021-05-10,64.0
2021-05-11,77.6500015258789
2021-05-12,75.52999877929688
2021-05-13,69.68000030517578
2021-05-14,70.94999694824219
2021-05-17,76.93000030517578
2021-05-18,74.98999786376953
2021-05-19,75.22000122070312
2021-05-20,76.33000183105469
2021-05-21,82.5
2021-05-24,89.2300033569336
2021-05-25,89.31999969482422
2021-05-26,89.70999908447266
2021-05-27,97.47000122070312
2021-05-28,93.7699966430664
2021-06-01,96.88999938964844
2021-06-02,99.86000061035156
2021-06-03,96.5
2021-06-04,99.56999969482422
2021-06-07,93.44000244140625
2021-06-08,91.41000366210938
2021-06-09,91.04000091552734
2021-06-10,91.0
2021-06-11,92.81999969482422
2021-06-14,87.80000305175781
2021-06-15,89.80000305175781
2021-06-16,82.58999633789062
2021-06-17,82.9800033569336
2021-06-18,81.13999938964844
2021-06-21,82.51000213623047
2021-06-22,82.44000244140625
2021-06-23,84.86000061035156
2021-06-24,87.33999633789062
2021-06-25,87.0
2021-06-28,93.04000091552734
2021-06-29,92.5999984741211
2021-06-30,89.9800033569336
2021-07-01,85.81999969482422
2021-07-02,86.19999694824219
2021-07-06,86.9800033569336
2021-07-07,86.4000015258789
2021-07-08,86.87999725341797
2021-07-09,86.26000213623047
2021-07-12,86.54000091552734
2021-07-13,84.0199966430664
2021-07-14,79.16999816894531
2021-07-15,77.27999877929688
2021-07-16,77.55999755859375
2021-07-19,79.23999786376953
2021-07-20,79.86000061035156
2021-07-21,79.91000366210938
2021-07-22,82.02999877929688
2021-07-23,81.83000183105469
2021-07-26,77.62999725341797
2021-07-27,76.19000244140625
2021-07-28,79.12999725341797
2021-07-29,76.8499984741211
2021-07-30,76.9800033569336
2021-08-02,78.30999755859375
2021-08-03,77.48999786376953
2021-08-04,81.6500015258789
2021-08-05,80.56999969482422
2021-08-06,77.91999816894531
2021-08-09,85.51000213623047
2021-08-10,85.08000183105469
2021-08-11,84.69000244140625
2021-08-12,82.6500015258789
2021-08-13,83.95999908447266
2021-08-16,79.56999969482422
2021-08-17,78.68000030517578
2021-08-18,83.45999908447266
2021-08-19,81.3499984741211
2021-08-20,82.7699966430664
2021-08-23,85.05999755859375
2021-08-24,89.26000213623047
2021-08-25,90.33999633789062
2021-08-26,85.80999755859375
2021-08-27,85.4000015258789
2021-08-30,81.87000274658203
2021-08-31,82.05000305175781
2021-09-01,84.44999694824219
2021-09-02,84.5999984741211
2021-09-03,82.87000274658203
2021-09-07,84.97000122070312
2021-09-08,83.51000213623047
2021-09-09,86.3499984741211
2021-09-10,87.87999725341797
2021-09-13,84.6500015258789
2021-09-14,82.33000183105469
2021-09-15,82.1500015258789
2021-09-16,81.41999816894531
2021-09-17,80.80999755859375
2021-09-20,77.7699966430664
2021-09-21,78.8499984741211
2021-09-22,81.18000030517578
2021-09-23,82.27999877929688
2021-09-24,83.22000122070312
2021-09-27,79.98999786376953
2021-09-28,77.05000305175781
2021-09-29,76.30999755859375
2021-09-30,75.55000305175781
2021-10-01,75.58999633789062
2021-10-04,77.80000305175781
2021-10-05,72.56999969482422
2021-10-06,73.69999694824219
2021-10-07,74.80000305175781
2021-10-08,70.44000244140625
2021-10-11,70.22000122070312
2021-10-12,71.9000015258789
2021-10-13,74.77999877929688
2021-10-14,74.3499984741211
2021-10-15,76.58000183105469
2021-10-18,77.80000305175781
2021-10-19,79.16999816894531
2021-10-20,78.58000183105469
2021-10-21,83.19000244140625
2021-10-22,83.9800033569336
2021-10-25,83.20999908447266
2021-10-26,80.88999938964844
2021-10-27,80.68000030517578
2021-10-28,82.75
2021-10-29,84.0199966430664
2021-11-01,81.13999938964844
2021-11-02,79.58999633789062
2021-11-03,78.36000061035156
2021-11-04,82.52999877929688
2021-11-05,77.98999786376953
2021-11-08,77.0
2021-11-09,109.5199966430664
2021-11-10,95.26000213623047
2021-11-11,98.12000274658203
2021-11-12,107.58000183105469
2021-11-15,108.05999755859375
2021-11-16,116.18000030517578
2021-11-17,124.69999694824219
2021-11-18,126.12000274658203
2021-11-19,134.72000122070312
2021-11-22,120.22000122070312
2021-11-23,114.87000274658203
2021-11-24,124.2300033569336
2021-11-26,122.6500015258789
2021-11-29,129.36000061035156
2021-11-30,126.0999984741211
2021-12-01,113.41000366210938
2021-12-02,116.91999816894531
2021-12-03,113.79000091552734
2021-12-06,113.25
2021-12-07,115.98999786376953
2021-12-08,124.77999877929688
2021-12-09,116.30000305175781
2021-12-10,115.88999938964844
2021-12-13,111.7699966430664
2021-12-14,107.66999816894531
2021-12-15,97.94999694824219
2021-12-16,95.20999908447266
2021-12-17,102.4000015258789
2021-12-20,98.69000244140625
2021-12-21,102.58999633789062
2021-12-22,102.7699966430664
2021-12-23,101.81999969482422
2021-12-27,105.01000213623047
2021-12-28,98.73999786376953
2021-12-29,97.33999633789062
2021-12-30,100.52999877929688
2021-12-31,103.16000366210938
2022-01-03,98.80999755859375
2022-01-04,95.1500015258789
2022-01-05,88.54000091552734
2022-01-06,89.19999694824219
2022-01-07,84.37000274658203
2022-01-10,85.5199966430664
2022-01-11,89.04000091552734
2022-01-12,89.05999755859375
2022-01-13,80.18000030517578
2022-01-14,79.05000305175781
2022-01-18,77.20999908447266
2022-01-19,76.16000366210938
2022-01-20,75.38999938964844
2022-01-21,68.93000030517578
2022-01-24,70.73999786376953
2022-01-25,65.29000091552734
2022-01-26,63.02000045776367
2022-01-27,57.060001373291016
2022-01-28,58.18000030517578
2022-01-31,65.86000061035156
2022-02-01,67.75
2022-02-02,66.16999816894531
2022-02-03,60.66999816894531
2022-02-04,63.7400016784668
2022-02-07,63.060001373291016
2022-02-08,64.43000030517578
2022-02-09,70.4800033569336
2022-02-10,69.91999816894531
2022-02-11,66.80999755859375
2022-02-14,68.31999969482422
2022-02-15,73.30000305175781
2022-02-16,53.869998931884766
2022-02-17,54.4900016784668
2022-02-18,49.720001220703125
2022-02-22,48.209999084472656
2022-02-23,45.68000030517578
2022-02-24,50.099998474121094
2022-02-25,50.04999923706055
2022-02-28,51.56999969482422
2022-03-01,50.220001220703125
2022-03-02,48.45000076293945
2022-03-03,45.2400016784668
2022-03-04,42.290000915527344
2022-03-07,41.29999923706055
2022-03-08,41.90999984741211
2022-03-09,44.380001068115234
2022-03-10,41.470001220703125
2022-03-11,39.2400016784668
2022-03-14,36.68000030517578
2022-03-15,37.869998931884766
2022-03-16,41.5099983215332
2022-03-17,46.349998474121094
2022-03-18,49.619998931884766
2022-03-21,46.619998931884766
2022-03-22,50.5099983215332
2022-03-23,50.709999084472656
2022-03-24,50.790000915527344
2022-03-25,47.06999969482422
2022-03-28,48.400001525878906
2022-03-29,50.91999816894531
2022-03-30,48.119998931884766
2022-03-31,46.2400016784668
2022-04-01,46.02000045776367
2022-04-04,50.02000045776367
2022-04-05,49.029998779296875
2022-04-06,45.88999938964844
2022-04-07,44.72999954223633
2022-04-08,43.099998474121094
2022-04-11,44.02000045776367
2022-04-12,43.0
2022-04-13,44.970001220703125
2022-04-14,42.36000061035156
2022-04-18,40.849998474121094
2022-04-19,42.0
2022-04-20,36.75
2022-04-21,34.61000061035156
2022-04-22,34.349998474121094
2022-04-25,34.61000061035156
2022-04-26,31.760000228881836
2022-04-27,30.360000610351562
2022-04-28,32.11000061035156
2022-04-29,30.649999618530273
2022-05-02,32.68000030517578
2022-05-03,33.099998474121094
2022-05-04,34.880001068115234
2022-05-05,30.440000534057617
2022-05-06,27.809999465942383
2022-05-09,24.610000610351562
2022-05-10,23.190000534057617
2022-05-11,23.969999313354492
2022-05-12,28.579999923706055
2022-05-13,32.970001220703125
2022-05-16,32.13999938964844
2022-05-17,31.940000534057617
2022-05-18,32.54999923706055
2022-05-19,34.349998474121094
2022-05-20,31.600000381469727
2022-05-23,30.059999465942383
2022-05-24,27.06999969482422
2022-05-25,28.93000030517578
2022-05-26,30.59000015258789
2022-05-27,31.809999465942383
2022-05-31,29.940000534057617
2022-06-01,28.940000534057617
2022-06-02,33.47999954223633
2022-06-03,30.0
2022-06-06,31.15999984741211
2022-06-07,31.440000534057617
2022-06-08,32.83000183105469
2022-06-09,30.5
2022-06-10,27.760000228881836
2022-06-13,26.459999084472656
2022-06-14,26.1200008392334
2022-06-15,28.899999618530273
2022-06-16,24.690000534057617
2022-06-17,26.8700008392334
2022-06-21,29.639999389648438
2022-06-22,31.1200008392334
2022-06-23,34.47999954223633
2022-06-24,36.41999816894531
2022-06-27,35.93000030517578
2022-06-28,34.4900016784668
2022-06-29,34.02000045776367
2022-06-30,32.86000061035156
2022-07-01,35.06999969482422
2022-07-05,39.9900016784668
2022-07-06,37.95000076293945
2022-07-07,39.52000045776367
2022-07-08,41.25
2022-07-11,38.40999984741211
2022-07-12,38.220001220703125
2022-07-13,37.08000183105469
2022-07-14,37.4900016784668
2022-07-15,39.77000045776367
